OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
22698,718,793,1043,1289,1646,NCNTY38025N38025,"Dunn County, ND",2.52124827971029,0.204241340354524
22699,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.036421755751335,7.94573990248875e-05
22700,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.433084120554771,0.0112576867039355
22701,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.435019017042611,0.0113618784183106
22702,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0721732040064185,0.000312231487892987
22703,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0401164408022963,9.97200847247835e-05
22704,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0727342151932483,0.00031709866097742
22705,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.433347924845924,0.011270173503978
22706,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.531348872769876,0.0109297130672496
22707,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.352193531484449,0.00383597397250888
22708,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.602608666308414,0.00284550067599611
22709,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.435385598343169,0.0113352015129735
22710,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.432500099533825,0.0112374580991306
22711,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.435296064286342,0.0113289413051286
22712,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.423992780320827,0.0083897300006909
22713,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.434796622013463,0.011342856778694
22714,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.425670062972357,0.0109124446416017
22715,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.499464369057181,0.0107155325772102
22716,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.0311736062229807,5.73572793079141e-05
22717,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.0499886040575326,0.000152529227717981
22718,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.457192044867082,0.0109256777748902
22719,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0706071195831252,0.0003013250797759
22720,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.036974229678305,8.19179595260387e-05
22721,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.432734937897504,0.0112601417082686
22722,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.43377380298596,0.0112925967900029
22723,653,664,757,1075,1194,NCNTY38019N38019,"Cavalier County, ND",0.463916439350307,0.00944032385972866
22724,653,664,757,1075,1194,NCNTY38019N38019,"Cavalier County, ND",0.434663461202047,0.0094427887545541
22725,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.512173902858575,0.0106240159440847
22726,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.42325689281919,0.00550341154035762
22727,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0714815298800043,9.66282387350809e-05
22728,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.59050574001954,0.0144326491306351
22729,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",1.25115839096973,0.00875804598645207
22730,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0719244668277744,0.000311250349234237
22731,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0504360760481859,8.93678030269643e-05
22732,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.439306492328272,0.0107842754554173
22733,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.426682027705445,0.0108990808508233
22734,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.430022132475686,0.0111370150025093
22735,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.429476405848165,0.0111074669709531
22736,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.434079937431068,0.01128870680033
22737,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.440691561442423,0.0111863558059757
22738,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.431726195354728,0.0111521328450714
22739,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.418615269234083,0.00983685834156365
22740,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.0660856105275196,0.000104095761710491
22741,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.428443623630607,0.011042489388084
22742,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.42763279440751,0.0110078470514858
22743,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.426571095531589,0.0109989898387766
22744,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.429523358147431,0.011106166228396
22745,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.609103812878431,0.0227204440116714
22746,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.780833361083473,0.0224308245758297
22747,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.0396012457670873,9.02362017853862e-05
22748,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.603629082241515,0.0220819906925722
22749,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.0727042454159758,0.000258534816189187
22750,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.397938841776395,0.00924507870150982
22751,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.397946776796319,0.00924244594528857
22752,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.530294673001908,0.0154783681168418
22753,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.423387189298946,0.0108267009815093
22754,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.431728046155941,0.0111986528784456
22755,572,575,757,1075,1137,NCNTY38011N38011,"Bowman County, ND",0.0705695388088066,0.000301056621789023
22756,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.446467403591706,0.0111615341657479
22757,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.43035306957176,0.0111554099954204
22758,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.429153237414632,0.0110771519330121
22759,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.431946578437975,0.010041588419612
22760,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.430042466517716,0.0111423773906813
22761,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.426099626284768,0.0105650711188615
22762,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.154669958602953,0.000368479159589767
22763,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.425940177587562,0.0109649398160266
22764,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0453159760213331,9.99089119889182e-05
22765,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.437106757370172,0.0114375063253676
22766,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.435397781796396,0.0113597559184971
22767,572,575,757,955,1194,NCNTY38027N38027,"Eddy County, ND",0.42689745648698,0.0109103002776773
22768,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.0279645021446004,4.62713860223972e-05
22769,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.0632002248685125,9.34533315009482e-05
22770,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.443327265865401,0.010941527446802
22771,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.524103363804229,0.0120589163837521
22772,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.434765794497892,0.0113182009729757
22773,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.433686639373631,0.0112905045969625
22774,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.469393473071945,0.0111689750377614
22775,653,664,757,936,1027,NCNTY38069N38069,"Pierce County, ND",0.435441669532673,0.0113409463913201
22776,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.426823161355411,0.0109571913410651
22777,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.426907517273237,0.0109974244706658
22778,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.427761079611,0.0110567744322234
22779,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.430026579558783,0.0111203291135424
22780,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.424513158207575,0.0108748553464692
22781,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.470405372103281,0.0111546791450421
22782,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.0360279229903357,7.87075039304232e-05
22783,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.430005574380941,0.0111164604680299
22784,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.458055164111445,0.0112585077014418
22785,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.485370352818051,0.0111815345010426
22786,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.426986589986381,0.010983054055816
22787,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.424827592311734,0.0109042622624338
22788,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.426973782520864,0.0109953123941498
22789,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.601710074396122,0.0220290042849793
22790,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.42028946183162,0.010614630584418
22791,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.48932008442645,0.0110607965076091
22792,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.430949393646134,0.0111909282906657
22793,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.433520151934248,0.0112597828978436
22794,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.0358553572600782,7.76368241827927e-05
22795,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.0768639638405193,0.000136810865712085
22796,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.435432300165365,0.0113505960197373
22797,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.037777778745199,8.66091595339054e-05
22798,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.436523904055753,0.0114734228493467
22799,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.435171394393225,0.0113504135803165
22800,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.4331089921676,0.0112524183036173
22801,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.434158761053635,0.0113051956303111
22802,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.507583161715242,0.0111027627939668
22803,596,600,789,1121,1245,NCNTY38087N38087,"Slope County, ND",0.424921427116506,0.0108981963419709
22804,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.433353083534136,0.0112629582103312
22805,589,593,757,971,1194,NCNTY38037N38037,"Grant County, ND",0.621761138104827,0.00953554997188031
22806,589,593,757,971,1194,NCNTY38037N38037,"Grant County, ND",0.425051187302938,0.0108971463392432
22807,589,593,757,971,1194,NCNTY38037N38037,"Grant County, ND",0.603473830883767,0.012168562994067
22808,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.425396501744458,0.0109049959574929
22809,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.0721118402263753,0.000196616435691103
22810,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.425666845339187,0.0109412810350098
22811,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.425423724948473,0.0109535412419746
22812,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.501921783142424,0.00352024169124573
22813,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.788676690294501,0.0163914987953777
22814,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.0781916036304075,0.0003080086401695
22815,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.545260812476702,0.010803057580242
22816,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.437634358021984,0.0114027364966895
22817,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.0463250682171158,0.000126486289297829
22818,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.0393423834835616,8.95215135427904e-05
22819,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.428686648705568,0.0110900320678058
22820,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.0356114254011208,7.63198255034032e-05
22821,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.433477397405272,0.0112532469401199
22822,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.434183073675708,0.0113574804137864
22823,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.438399957224683,0.0115512182655138
22824,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.226110344066372,0.000490829566321925
22825,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.43492411413204,0.0113897570259747
22826,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.434456833663518,0.0113854299803282
22827,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.504712490151248,0.0110443471393366
22828,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.487145185350468,0.0111092541430968
22829,596,600,789,1121,1245,NCNTY38083N38083,"Sheridan County, ND",0.427071520486572,0.0109221458182383
22830,596,600,789,1121,1245,NCNTY38083N38083,"Sheridan County, ND",0.0269723307534097,2.7687284772387e-05
22831,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.42837391725626,0.0110229131194746
22832,653,664,757,1056,1060,NCNTY38051N38051,"McIntosh County, ND",1.78706334010493,0.0983667381993846
22833,653,664,757,1056,1060,NCNTY38051N38051,"McIntosh County, ND",1.48276218197073,0.0819004622005102
22834,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.426025393345413,0.0109417847315127
22835,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.506598197872737,0.0105789307587453
22836,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.429136842003931,0.0110926345681818
22837,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.611740934280327,0.0106635455327724
22838,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.0188771202265123,1.38224978830999e-05
22839,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.0743472804993155,0.000191367119644766
22840,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.435290225396042,0.0113521328078788
22841,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.452853084620228,0.0112397681034158
22842,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.48721507418012,0.0107666598042577
22843,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.482593998330427,0.0106597921821281
22844,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.456555384621929,0.0111338828683875
22845,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.436478451870777,0.0114863322517028
22846,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.424908506132788,0.0109031044810474
22847,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.434950034209666,0.0113324143378793
22848,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.0792244309322017,0.00023399687575869
22849,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.435514705666119,0.0114177929862246
22850,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.430342531860827,0.0111364563570319
22851,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.42982234726313,0.0110458789085497
22852,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.425058651221651,0.0109213889781751
22853,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.0349078839674265,7.26768504459392e-05
22854,597,705,859,1220,1470,METRO22020M22020,"Fargo, ND-MN MSA",0.740889432131318,0.0108253637681783
22855,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.0518285569158003,5.58871702939489e-05
22856,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.0374373787253002,5.28830153755217e-05
22857,653,664,757,1075,1194,NCNTY38043N38043,"Kidder County, ND",0.0622492529213024,0.000169654663209583
22858,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.518512257591642,0.0108223103578944
22859,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.437153312592953,0.0114447582582529
22860,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.429967736286599,0.0110779452051158
22861,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.426819501887692,0.0110240636520112
22862,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.0306558738198394,3.95616784169014e-05
22863,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.0565630737776172,8.16424570378838e-05
22864,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.0365571431563659,7.8562410621314e-05
22865,572,575,757,1075,1194,NCNTY38039N38039,"Griggs County, ND",0.436477152909326,0.0114073216957662
22866,572,575,757,1075,1194,NCNTY38039N38039,"Griggs County, ND",0.429172477663737,0.0110973858343694
22867,572,575,757,1075,1194,NCNTY38039N38039,"Griggs County, ND",0.426015931523877,0.0108807599376335
22868,653,664,757,1073,1194,NCNTY38031N38031,"Foster County, ND",0.429778157094216,0.0111310900706804
22869,653,664,757,1073,1194,NCNTY38031N38031,"Foster County, ND",0.428191933565471,0.0110390178815541
22870,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.421261481238644,0.0107548630943239
22871,596,600,789,1121,1245,NCNTY38007N38007,"Billings County, ND",0.0506519593435574,0.000126585567491882
22872,596,600,789,1121,1245,NCNTY38007N38007,"Billings County, ND",2.10317374066946,0.248454175216316
22873,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.03482857674205,7.38906641547772e-05
22874,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.42411847453728,0.0108946187099635
